"","Name","Gender","Origin","YLD_BE_GCA","YLD_BE_Std_Err","YLD_BE_z_ratio","YLD_BE_GCA_pct","YLD_BE_N","YLD_BE_P1_N","YLD_BE_P2_N","YLD_BE_P3_N","YLD_BE_P4_N","YLD_BE_P1_X","YLD_BE_P2_X","YLD_BE_P3_X","YLD_BE_P4_X","MST_GCA","MST_Std_Err","MST_z_ratio","MST_GCA_pct","MST_N","MST_P1_N","MST_P2_N","MST_P3_N","MST_P4_N","MST_P1_X","MST_P2_X","MST_P3_X","MST_P4_X","TWT_BE_GCA","TWT_BE_Std_Err","TWT_BE_z_ratio","TWT_BE_GCA_pct","TWT_BE_N","TWT_BE_P1_N","TWT_BE_P2_N","TWT_BE_P3_N","TWT_BE_P4_N","TWT_BE_P1_X","TWT_BE_P2_X","TWT_BE_P3_X","TWT_BE_P4_X","STLP_GCA","STLP_Std_Err","STLP_z_ratio","STLP_GCA_pct","STLP_N","STLP_P1_N","STLP_P2_N","STLP_P3_N","STLP_P4_N","STLP_P1_X","STLP_P2_X","STLP_P3_X","STLP_P4_X","SELTM_GCA","SELTM_Std_Err","SELTM_z_ratio","SELTM_GCA_pct","SELTM_N","SELTM_P1_N","SELTM_P2_N","SELTM_P3_N","SELTM_P4_N","SELTM_P1_X","SELTM_P2_X","SELTM_P3_X","SELTM_P4_X","SELIN_GCA","SELIN_Std_Err","SELIN_z_ratio","SELIN_GCA_pct","SELIN_N","SELIN_P1_N","SELIN_P2_N","SELIN_P3_N","SELIN_P4_N","SELIN_P1_X","SELIN_P2_X","SELIN_P3_X","SELIN_P4_X","RTLP_GCA","RTLP_Std_Err","RTLP_z_ratio","RTLP_GCA_pct","RTLP_N","RTLP_P1_N","RTLP_P2_N","RTLP_P3_N","RTLP_P4_N","RTLP_P1_X","RTLP_P2_X","RTLP_P3_X","RTLP_P4_X","PHT_GCA","PHT_Std_Err","PHT_z_ratio","PHT_GCA_pct","PHT_N","PHT_P1_N","PHT_P2_N","PHT_P3_N","PHT_P4_N","PHT_P1_X","PHT_P2_X","PHT_P3_X","PHT_P4_X","MST_BE_GCA","MST_BE_Std_Err","MST_BE_z_ratio","MST_BE_GCA_pct","MST_BE_N","MST_BE_P1_N","MST_BE_P2_N","MST_BE_P3_N","MST_BE_P4_N","MST_BE_P1_X","MST_BE_P2_X","MST_BE_P3_X","MST_BE_P4_X","FNSP_GCA","FNSP_Std_Err","FNSP_z_ratio","FNSP_GCA_pct","FNSP_N","FNSP_P1_N","FNSP_P2_N","FNSP_P1_X","FNSP_P2_X","ERM_GCA","ERM_Std_Err","ERM_z_ratio","ERM_GCA_pct","ERM_N","ERM_P1_N","ERM_P2_N","ERM_P3_N","ERM_P4_N","ERM_P1_X","ERM_P2_X","ERM_P3_X","ERM_P4_X","EHT_GCA","EHT_Std_Err","EHT_z_ratio","EHT_GCA_pct","EHT_N","EHT_P1_N","EHT_P2_N","EHT_P3_N","EHT_P4_N","EHT_P1_X","EHT_P2_X","EHT_P3_X","EHT_P4_X","TDPP_GCA","TDPP_Std_Err","TDPP_z_ratio","TDPP_GCA_pct","TDPP_N","TDPP_P1_N","TDPP_P2_N","TDPP_P3_N","TDPP_P4_N","TDPP_P1_X","TDPP_P2_X","TDPP_P3_X","TDPP_P4_X","TWT_GCA","TWT_Std_Err","TWT_z_ratio","TWT_GCA_pct","TWT_N","TWT_P1_N","TWT_P2_N","TWT_P3_N","TWT_P4_N","TWT_P1_X","TWT_P2_X","TWT_P3_X","TWT_P4_X","BHD_GCA","BHD_Std_Err","BHD_z_ratio","BHD_GCA_pct","BHD_N","BHD_P1_N","BHD_P2_N","BHD_P3_N","BHD_P4_N","BHD_P1_X","BHD_P2_X","BHD_P3_X","BHD_P4_X"
"84","TAPU047","F","PZ4C16//UB1B11/01DKD2",-1.963,1.919,-1.023,98.22,111,93,18,0,0,29,8,0,0,0.618,0.193,3.209,102.81,143,124,19,0,0,29,8,0,0,-1.085,0.32,-3.394,98.47,137,118,19,0,0,29,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62,2.043,1.282,102.57,138,119,19,0,0,29,8,0,0,0.221,2.267,0.097,100.2,139,120,19,0,0,29,8,0,0,1.784,2.524,0.707,117.32,5,5,0,0,0,4,0,0,0,-4.855,4.206,-1.154,97.97,18,17,1,0,0,13,1,0,0,0.659,0.192,3.443,103,143,124,19,0,0,29,8,0,0,0.154,0.43,0.357,100.16,45,42,3,11,1,136.216780279163,2.19419261959646,NA,NA,17,16,1,0,0,11,1,0,0,-2.859,3.029,-0.944,97.53,18,17,1,0,0,13,1,0,0,3.146,4.446,0.707,116.85,5,5,0,0,0,4,0,0,0,-0.912,0.329,-2.769,98.71,137,118,19,0,0,29,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","TAPY001","F","TAPO301/RUTI021",6.463,4.434,1.458,105.87,10,0,10,0,0,0,1,0,0,0.528,0.545,0.97,102.4,10,0,10,0,0,0,1,0,0,-0.397,0.889,-0.446,99.44,10,0,10,0,0,0,1,0,0,-4.747,4.469,-1.062,73.87,3,0,3,0,0,0,1,0,0,3.537,4.541,0.779,103.47,10,0,10,0,0,0,1,0,0,2.931,5.167,0.567,102.65,10,0,10,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.451,6.442,0.846,102.28,5,0,5,0,0,0,1,0,0,0.47,0.542,0.867,102.14,10,0,10,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.867364963635,4.0172532303926,NA,NA,4,0,4,0,0,0,1,0,0,3.157,4.628,0.682,102.72,5,0,5,0,0,0,1,0,0,-4.731,4.685,-1.01,74.66,3,0,3,0,0,0,1,0,0,-0.208,0.91,-0.229,99.71,10,0,10,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","TAPY002","F","TAPO301/RUTI021",4.724,1.168,4.044,104.29,334,169,107,57,1,36,24,3,1,0.667,0.12,5.572,103.04,450,219,158,66,7,36,24,3,1,-1.624,0.223,-7.293,97.71,393,195,135,63,0,36,24,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.275,1.286,3.323,104.2,410,202,143,64,1,36,24,3,1,3.301,1.443,2.288,102.99,401,203,141,56,1,36,24,3,1,1.724,2.149,0.802,116.73,20,10,3,6,1,8,3,2,1,11.913,1.779,6.697,104.98,143,84,40,18,1,34,24,2,1,0.693,0.12,5.787,103.16,444,219,158,66,1,36,24,3,1,-0.152,0.351,-0.433,99.85,81,47,34,13,11,138.009749105461,1.23627081309835,NA,NA,77,32,39,6,0,14,17,1,0,10.548,1.247,8.459,109.1,156,84,38,30,4,34,23,3,1,4.549,3.168,1.436,124.37,22,10,3,8,1,8,3,2,1,-1.645,0.232,-7.083,97.68,392,194,134,63,1,36,24,3,1,0.63,0.529,1.19,100.65,9,8,1,0,0,8,1,0,0
"87","TARE012+TIPI019","F","TARE012+TIPI019",-5.669,4.433,-1.279,94.85,10,5,0,4,1,1,0,1,1,0.312,0.544,0.574,101.42,10,5,0,4,1,1,0,1,1,-0.731,1.62,-0.451,98.97,2,0,0,2,0,0,0,1,0,1.733,3.904,0.444,109.54,8,5,0,2,1,1,0,1,1,-8.354,4.539,-1.841,91.79,10,5,0,4,1,1,0,1,1,-9.716,5.165,-1.881,91.2,10,5,0,4,1,1,0,1,1,1.629,2.423,0.672,115.81,8,5,0,2,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516,0.542,0.952,102.35,10,5,0,4,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.701308314364,3.61602943709496,NA,NA,5,2,0,3,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.392,4.054,1.33,128.88,8,5,0,2,1,1,0,1,1,-0.656,1.683,-0.39,99.08,2,0,0,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","TARE027+TAPO248","F","TARE027+TAPO248",-3.529,5.395,-0.654,96.79,4,0,4,0,0,0,1,0,0,-0.038,0.713,-0.053,99.83,4,0,4,0,0,0,1,0,0,-0.087,1.414,-0.062,99.88,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.125,5.104,-0.612,96.93,4,0,4,0,0,0,1,0,0,-3.621,5.859,-0.618,96.72,4,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.41,6.815,-0.5,98.58,4,0,4,0,0,0,1,0,0,-0.038,0.711,-0.053,99.83,4,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.747,5.251,-0.904,95.9,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.057,1.461,-0.039,99.92,3,0,3,0,0,0,1,0,0,0.022,0.774,0.029,100.02,1,0,1,0,0,0,1,0,0
"89","TASE007","M","TASI094/TASI089",-6.191,8.961,-0.691,94.37,2,2,0,0,0,1,0,0,0,-1.133,0.903,-1.254,94.84,2,2,0,0,0,1,0,0,0,2.334,2.333,1.001,103.3,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.464,5.06,-0.092,99.54,2,2,0,0,0,1,0,0,0,-1.839,5.865,-0.314,98.33,2,2,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.875,11.004,-1.079,95.04,2,2,0,0,0,1,0,0,0,-1.164,0.905,-1.287,94.7,2,2,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.638917407225,3.23486683346221,NA,NA,1,1,0,0,0,1,0,0,0,-8.179,7.469,-1.095,92.94,2,2,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.422,2.417,1.002,103.42,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","TASE008","M","TASI094/TASU049",-15.168,2.039,-7.439,86.21,105,89,11,5,0,32,7,1,0,1.135,0.219,5.189,105.17,106,90,11,5,0,32,7,1,0,-3.163,0.412,-7.669,95.53,97,81,11,5,0,32,7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79,2.211,1.262,102.74,106,90,11,5,0,32,7,1,0,-0.762,2.437,-0.313,99.31,109,93,11,5,0,32,7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.057,4.412,-3.186,94.13,19,17,0,2,0,6,0,1,0,0.966,0.215,4.493,104.4,109,93,11,5,0,32,7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.962404090572,1.44189800716339,NA,NA,42,42,0,0,0,20,0,0,0,-7.02,3.015,-2.328,93.94,21,17,0,4,0,6,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.301,0.43,-7.678,95.35,96,80,11,5,0,32,7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","TASE011","M","TASU023/TASI092",-2.271,3.219,-0.705,97.94,34,16,18,0,0,2,4,0,0,0.865,0.339,2.548,103.94,35,15,20,0,0,2,4,0,0,2,0.602,3.321,102.82,29,14,15,0,0,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.994,3.274,0.609,101.96,34,16,18,0,0,2,4,0,0,1.449,3.685,0.393,101.31,34,16,18,0,0,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.475,5.797,-1.289,96.88,10,6,4,0,0,2,2,0,0,0.756,0.334,2.265,103.44,36,16,20,0,0,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.724177463301,2.14654729414236,NA,NA,10,6,4,0,0,2,2,0,0,0.704,3.786,0.186,100.61,12,6,6,0,0,2,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.587,0.619,2.565,102.24,29,14,15,0,0,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","TASE021","M","TASI094/TASI212",-19.342,7.423,-2.606,82.42,4,0,4,0,0,0,2,0,0,-0.203,0.764,-0.266,99.08,4,0,4,0,0,0,2,0,0,-10.867,1.384,-7.854,84.66,4,0,4,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562,4.847,0.116,100.55,4,0,4,0,0,0,2,0,0,-0.047,5.594,-0.008,99.96,4,0,4,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.225,0.763,-0.295,98.98,4,0,4,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.75,1.417,-8.292,83.43,4,0,4,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","TASE022","M","TASI094/TASU049",-33.007,2.667,-12.376,70,60,50,10,0,0,30,5,0,0,0.843,0.295,2.86,103.84,59,49,10,0,0,30,5,0,0,-7.751,0.523,-14.815,89.06,60,50,10,0,0,30,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.452,2.779,0.523,101.43,60,50,10,0,0,30,5,0,0,-4.003,3.116,-1.284,96.38,60,50,10,0,0,30,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.886,0.292,3.039,104.04,60,50,10,0,0,30,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.288398422626,1.83559885433669,NA,NA,29,29,0,0,0,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.079,0.541,-14.942,88.61,60,50,10,0,0,30,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","TASE1507","M","TASI086/TASI094",-24.57,8.097,-3.034,77.67,3,0,3,0,0,0,2,0,0,-0.174,0.826,-0.21,99.21,3,0,3,0,0,0,2,0,0,-10.002,1.564,-6.396,85.88,3,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.721,4.951,0.348,101.69,3,0,3,0,0,0,2,0,0,1.859,5.726,0.325,101.68,3,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.186,0.825,-0.225,99.15,3,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.971,1.604,-6.839,84.53,3,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","TASE1511","M","TASU049/TASI039",-19.9,7.533,-2.642,81.91,4,0,4,0,0,0,2,0,0,-1.329,0.776,-1.713,93.95,4,0,4,0,0,0,2,0,0,-11.573,1.431,-8.086,83.66,4,0,4,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.894,4.86,0.596,102.84,4,0,4,0,0,0,2,0,0,3.422,5.61,0.61,103.1,4,0,4,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.332,0.775,-1.719,93.93,4,0,4,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.557,1.467,-8.56,82.29,4,0,4,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","TASE1607","M","TASE002/TASU073",-23.537,6.18,-3.808,78.61,7,7,0,0,0,5,0,0,0,1.49,0.645,2.311,106.78,7,7,0,0,0,5,0,0,0,-9.697,1.107,-8.762,86.31,7,7,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498,4.664,0.107,100.49,6,6,0,0,0,5,0,0,0,-0.384,5.363,-0.072,99.65,6,6,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.499,0.643,2.33,106.83,7,7,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.591,1.132,-9.357,85.07,7,7,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","TASE1608","M","TASE002/TASU073",-25.07,5.857,-4.281,77.21,8,8,0,0,0,5,0,0,0,0.832,0.613,1.358,103.79,8,8,0,0,0,5,0,0,0,-11.36,1.037,-10.96,83.96,8,8,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.553,4.497,1.013,104.47,8,8,0,0,0,5,0,0,0,5.757,5.155,1.117,105.21,8,8,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.797,0.611,1.305,103.63,8,8,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.111,1.06,-11.429,82.92,8,8,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","TASE1609","M","TASE002/TASU073",-25.334,5.393,-4.697,76.97,10,10,0,0,0,5,0,0,0,1.336,0.567,2.357,106.08,10,10,0,0,0,5,0,0,0,-11.606,0.944,-12.298,83.61,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.406,4.352,0.323,101.38,10,10,0,0,0,5,0,0,0,3.782,4.976,0.76,103.42,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.248,0.565,2.211,105.68,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.669,0.965,-13.133,82.14,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","TASE1610","M","TASI039/TASU073",-28.306,5.393,-5.248,74.27,10,10,0,0,0,5,0,0,0,1.37,0.567,2.417,106.24,10,10,0,0,0,5,0,0,0,-11.667,0.944,-12.363,83.53,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303,4.352,0.07,100.3,10,10,0,0,0,5,0,0,0,1.652,4.976,0.332,101.5,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.447,0.565,2.562,106.59,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.681547435263,2.86875012207811,NA,NA,3,3,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.648,0.965,-13.111,82.17,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","TASE1611","M","TASI228/TASI208",-25.912,5.625,-4.607,76.45,9,9,0,0,0,5,0,0,0,0.163,0.59,0.276,100.74,9,9,0,0,0,5,0,0,0,-11.03,0.99,-11.143,84.43,9,9,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.722,4.425,0.615,102.67,9,9,0,0,0,5,0,0,0,4.487,5.067,0.886,104.06,9,9,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062,0.588,0.106,100.28,9,9,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.075,1.012,-11.931,82.97,9,9,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","TASE1612","M","TASI228/TASI208",-29.064,5.393,-5.389,73.58,10,10,0,0,0,5,0,0,0,0.611,0.567,1.079,102.78,10,10,0,0,0,5,0,0,0,-11.851,0.944,-12.559,83.27,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.608,4.352,0.14,100.6,10,10,0,0,0,5,0,0,0,1.666,4.976,0.335,101.51,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555,0.565,0.982,102.53,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.776838086171,2.73082944313205,NA,NA,4,4,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.009,0.965,-13.485,81.66,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","TASE1613","M","TASU049/TASI228",-27.071,5.393,-5.019,75.4,10,10,0,0,0,5,0,0,0,0.68,0.567,1.2,103.1,10,10,0,0,0,5,0,0,0,-10.719,0.944,-11.359,84.87,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.364,4.352,1.003,104.29,10,10,0,0,0,5,0,0,0,5.394,4.976,1.084,104.88,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.728,0.565,1.289,103.32,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.653963299474,2.61046230514276,NA,NA,5,5,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.804,0.965,-12.236,83.36,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","TASI014","M","PZ7012/PZ8081",-6.29,4.444,-1.415,94.28,16,0,0,16,0,0,0,1,0,0.791,0.527,1.502,103.6,12,0,0,12,0,0,0,1,0,2.035,1.16,1.755,102.87,6,0,0,6,0,0,0,1,0,0.749,5.045,0.148,104.12,6,0,0,6,0,0,0,1,0,-2.62,3.985,-0.657,97.43,16,0,0,16,0,0,0,1,0,-2.077,4.529,-0.459,98.12,16,0,0,16,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.65,6.087,4.543,111.55,9,0,0,9,0,0,0,1,0,0.803,0.525,1.529,103.66,12,0,0,12,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.423,3.967,4.14,114.17,11,0,0,11,0,0,0,1,0,0.068,4.48,0.015,100.36,6,0,0,6,0,0,0,1,0,2.091,1.187,1.762,102.95,6,0,0,6,0,0,0,1,0,1.433,1.015,1.412,101.47,2,0,0,2,0,0,0,1,0
"104","TASI039","M","PZ7012//TA1180/PZ9N929",-0.042,1.081,-0.039,99.96,983,560,230,128,65,87,40,10,7,0.863,0.111,7.784,103.93,1031,581,252,129,69,87,40,10,7,0.165,0.279,0.59,100.23,766,448,196,91,31,65,27,8,5,-4.11,2.331,-1.763,77.37,72,31,9,23,9,20,7,7,6,-0.09,1.015,-0.088,99.91,1010,570,244,132,64,87,40,10,7,-1.213,1.136,-1.068,98.9,1002,571,243,124,64,86,39,10,7,0,0.004,0,100,100,51,19,21,9,30,14,10,6,-10.574,1.843,-5.738,95.58,416,230,106,60,20,51,22,4,2,0.91,0.111,8.223,104.15,1030,586,252,130,62,87,40,10,7,-0.249,0.543,-0.459,99.75,66,31,35,1,5,137.302592169774,0.752294612433071,NA,NA,252,172,52,28,0,57,17,10,0,-4.864,1.215,-4.002,95.8,423,230,98,70,25,51,22,4,2,-2.359,1.893,-1.246,87.36,118,52,20,33,13,30,14,10,6,0.174,0.296,0.589,100.25,766,447,196,91,32,65,27,8,5,-0.31,0.349,-0.887,99.68,53,26,20,4,3,20,14,1,1
