"","Name","Gender","Origin","YLD_BE_GCA","YLD_BE_Std_Err","YLD_BE_z_ratio","YLD_BE_GCA_pct","YLD_BE_N","YLD_BE_P1_N","YLD_BE_P2_N","YLD_BE_P3_N","YLD_BE_P4_N","YLD_BE_P1_X","YLD_BE_P2_X","YLD_BE_P3_X","YLD_BE_P4_X","MST_GCA","MST_Std_Err","MST_z_ratio","MST_GCA_pct","MST_N","MST_P1_N","MST_P2_N","MST_P3_N","MST_P4_N","MST_P1_X","MST_P2_X","MST_P3_X","MST_P4_X","TWT_BE_GCA","TWT_BE_Std_Err","TWT_BE_z_ratio","TWT_BE_GCA_pct","TWT_BE_N","TWT_BE_P1_N","TWT_BE_P2_N","TWT_BE_P3_N","TWT_BE_P4_N","TWT_BE_P1_X","TWT_BE_P2_X","TWT_BE_P3_X","TWT_BE_P4_X","STLP_GCA","STLP_Std_Err","STLP_z_ratio","STLP_GCA_pct","STLP_N","STLP_P1_N","STLP_P2_N","STLP_P3_N","STLP_P4_N","STLP_P1_X","STLP_P2_X","STLP_P3_X","STLP_P4_X","SELTM_GCA","SELTM_Std_Err","SELTM_z_ratio","SELTM_GCA_pct","SELTM_N","SELTM_P1_N","SELTM_P2_N","SELTM_P3_N","SELTM_P4_N","SELTM_P1_X","SELTM_P2_X","SELTM_P3_X","SELTM_P4_X","SELIN_GCA","SELIN_Std_Err","SELIN_z_ratio","SELIN_GCA_pct","SELIN_N","SELIN_P1_N","SELIN_P2_N","SELIN_P3_N","SELIN_P4_N","SELIN_P1_X","SELIN_P2_X","SELIN_P3_X","SELIN_P4_X","RTLP_GCA","RTLP_Std_Err","RTLP_z_ratio","RTLP_GCA_pct","RTLP_N","RTLP_P1_N","RTLP_P2_N","RTLP_P3_N","RTLP_P4_N","RTLP_P1_X","RTLP_P2_X","RTLP_P3_X","RTLP_P4_X","PHT_GCA","PHT_Std_Err","PHT_z_ratio","PHT_GCA_pct","PHT_N","PHT_P1_N","PHT_P2_N","PHT_P3_N","PHT_P4_N","PHT_P1_X","PHT_P2_X","PHT_P3_X","PHT_P4_X","MST_BE_GCA","MST_BE_Std_Err","MST_BE_z_ratio","MST_BE_GCA_pct","MST_BE_N","MST_BE_P1_N","MST_BE_P2_N","MST_BE_P3_N","MST_BE_P4_N","MST_BE_P1_X","MST_BE_P2_X","MST_BE_P3_X","MST_BE_P4_X","FNSP_GCA","FNSP_Std_Err","FNSP_z_ratio","FNSP_GCA_pct","FNSP_N","FNSP_P1_N","FNSP_P2_N","FNSP_P1_X","FNSP_P2_X","ERM_GCA","ERM_Std_Err","ERM_z_ratio","ERM_GCA_pct","ERM_N","ERM_P1_N","ERM_P2_N","ERM_P3_N","ERM_P4_N","ERM_P1_X","ERM_P2_X","ERM_P3_X","ERM_P4_X","EHT_GCA","EHT_Std_Err","EHT_z_ratio","EHT_GCA_pct","EHT_N","EHT_P1_N","EHT_P2_N","EHT_P3_N","EHT_P4_N","EHT_P1_X","EHT_P2_X","EHT_P3_X","EHT_P4_X","TDPP_GCA","TDPP_Std_Err","TDPP_z_ratio","TDPP_GCA_pct","TDPP_N","TDPP_P1_N","TDPP_P2_N","TDPP_P3_N","TDPP_P4_N","TDPP_P1_X","TDPP_P2_X","TDPP_P3_X","TDPP_P4_X","TWT_GCA","TWT_Std_Err","TWT_z_ratio","TWT_GCA_pct","TWT_N","TWT_P1_N","TWT_P2_N","TWT_P3_N","TWT_P4_N","TWT_P1_X","TWT_P2_X","TWT_P3_X","TWT_P4_X","BHD_GCA","BHD_Std_Err","BHD_z_ratio","BHD_GCA_pct","BHD_N","BHD_P1_N","BHD_P2_N","BHD_P3_N","BHD_P4_N","BHD_P1_X","BHD_P2_X","BHD_P3_X","BHD_P4_X"
"525","WISI080","M","TIRO113/TASU024",16.3,1.221,13.354,114.81,525,381,132,12,0,45,14,1,0,-0.968,0.127,-7.615,95.59,530,384,132,14,0,45,14,1,0,2.679,0.288,9.293,103.78,521,382,133,6,0,45,14,1,0,-4.197,2.678,-1.567,76.9,38,8,28,2,0,4,10,1,0,4.765,1.207,3.948,104.68,521,384,125,12,0,45,14,1,0,11.713,1.354,8.651,110.61,512,377,124,11,0,45,14,1,0,0,0.004,0,100,1,0,1,0,0,0,1,0,0,36.832,2.125,17.332,115.39,158,98,58,2,0,42,13,1,0,-0.988,0.127,-7.785,95.5,529,385,132,12,0,45,14,1,0,0.159,0.804,0.198,100.16,6,2,4,2,2,133.019528176322,1.37419149204441,NA,NA,38,16,22,0,0,8,8,0,0,16.989,1.436,11.828,114.66,157,98,57,2,0,42,13,1,0,-4.865,2.58,-1.886,73.94,39,8,29,2,0,4,10,1,0,2.788,0.304,9.163,103.93,521,382,133,6,0,45,14,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","WISI081","M","TIRO113/TASU024",12.065,1.541,7.83,110.97,213,23,166,24,0,3,18,1,0,-0.33,0.161,-2.047,98.5,216,24,166,26,0,3,18,1,0,1.172,0.321,3.65,101.65,214,23,169,22,0,3,18,1,0,-0.118,2.659,-0.045,99.35,38,2,34,2,0,2,13,1,0,-2.927,1.666,-1.757,97.12,211,23,167,21,0,3,18,1,0,-5.533,1.848,-2.993,94.99,212,23,165,24,0,3,18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.966,2.42,12.382,112.52,95,10,75,10,0,3,18,1,0,-0.364,0.16,-2.273,98.34,218,24,168,26,0,3,18,1,0,1.323,0.803,1.647,101.34,6,0,6,0,3,134.11035536435,1.42935976362284,NA,NA,35,4,30,1,0,2,11,1,0,24.716,1.684,14.676,121.33,91,10,71,10,0,3,18,1,0,-1.104,2.549,-0.433,94.09,40,2,34,4,0,2,13,1,0,1.268,0.337,3.761,101.79,212,23,169,20,0,3,18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","WISI1683","M","TASU026/HILU604//TASI039",11.171,2.868,3.895,110.15,44,44,0,0,0,6,0,0,0,-1.01,0.309,-3.274,95.4,43,43,0,0,0,6,0,0,0,3.14,0.5,6.282,104.43,45,45,0,0,0,6,0,0,0,-0.654,3.644,-0.18,96.4,16,16,0,0,0,6,0,0,0,-2,3.007,-0.665,98.04,44,44,0,0,0,6,0,0,0,0.526,3.453,0.152,100.48,41,41,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.694,3.859,5.622,109.06,26,26,0,0,0,6,0,0,0,-0.949,0.304,-3.123,95.68,44,44,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.504608046059,2.21926910667756,NA,NA,9,9,0,0,0,4,0,0,0,18.024,2.72,6.626,115.55,26,26,0,0,0,6,0,0,0,-0.763,3.46,-0.22,95.91,16,16,0,0,0,6,0,0,0,3.273,0.515,6.358,104.62,45,45,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","WISI1684","M","TASU026/HILU604//TASI039",2.082,2.868,0.726,101.89,44,44,0,0,0,6,0,0,0,-0.4,0.306,-1.31,98.18,44,44,0,0,0,6,0,0,0,3.385,0.504,6.716,104.78,44,44,0,0,0,6,0,0,0,-1.986,3.641,-0.545,89.07,16,16,0,0,0,6,0,0,0,-9.552,3.029,-3.153,90.62,43,43,0,0,0,6,0,0,0,-6.108,3.426,-1.783,94.47,42,42,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.501,3.802,2.499,103.97,27,27,0,0,0,6,0,0,0,-0.39,0.304,-1.282,98.22,44,44,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.69824883112,2.22428440409378,NA,NA,9,9,0,0,0,4,0,0,0,4.348,2.722,1.597,103.75,26,26,0,0,0,6,0,0,0,-1.937,3.459,-0.56,89.62,16,16,0,0,0,6,0,0,0,3.537,0.519,6.813,104.99,44,44,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","WISI1685","M","TIRO113/JULU757",8.909,2.001,4.453,108.1,105,45,60,0,0,6,9,0,0,-3.441,0.218,-15.765,84.33,98,43,55,0,0,6,9,0,0,2.171,0.363,5.983,103.06,126,50,76,0,0,6,9,0,0,4.605,3.288,1.401,125.35,21,16,5,0,0,6,5,0,0,-0.607,2.228,-0.273,99.4,100,44,56,0,0,6,9,0,0,-0.952,2.464,-0.386,99.14,102,44,58,0,0,6,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.433,2.885,7.775,109.37,56,29,27,0,0,6,9,0,0,-3.466,0.217,-15.958,84.21,98,43,55,0,0,6,9,0,0,-0.729,0.696,-1.049,99.26,10,0,10,0,5,130.955733289547,2.29700621662898,NA,NA,8,8,0,0,0,4,0,0,0,10.907,1.976,5.52,109.41,58,31,27,0,0,6,9,0,0,3.811,3.167,1.204,120.41,21,16,5,0,0,6,5,0,0,2.34,0.378,6.193,103.3,126,50,76,0,0,6,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","WISI1686","M","TIRO113/JULU757",1.517,3.087,0.491,101.38,37,37,0,0,0,6,0,0,0,-3.034,0.333,-9.109,86.18,36,36,0,0,0,6,0,0,0,3.32,0.508,6.533,104.69,43,43,0,0,0,6,0,0,0,-0.883,3.56,-0.248,95.14,17,17,0,0,0,6,0,0,0,-7.044,3.178,-2.217,93.08,37,37,0,0,0,6,0,0,0,-3.7,3.637,-1.017,96.65,35,35,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.39,3.854,8.404,113.53,26,26,0,0,0,6,0,0,0,-3.192,0.327,-9.752,85.46,37,37,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.074144613365,2.3747433265804,NA,NA,7,7,0,0,0,4,0,0,0,13.541,2.764,4.9,111.68,25,25,0,0,0,6,0,0,0,-1.089,3.393,-0.321,94.17,17,17,0,0,0,6,0,0,0,3.42,0.523,6.538,104.82,43,43,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","WISI1687","M","TIRO113/JULU757",16.241,1.843,8.811,114.76,129,39,90,0,0,5,11,0,0,-2.659,0.196,-13.585,87.89,128,37,91,0,0,5,11,0,0,3.641,0.353,10.322,105.14,139,39,100,0,0,5,11,0,0,5.282,3.82,1.383,129.08,14,11,3,0,0,5,3,0,0,3.912,2.018,1.938,103.84,129,39,90,0,0,5,11,0,0,6.583,2.26,2.913,105.96,127,38,89,0,0,5,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.379,3.064,9.914,112.69,47,22,25,0,0,5,11,0,0,-2.762,0.192,-14.353,87.42,132,38,94,0,0,5,11,0,0,1.638,0.745,2.2,101.66,8,0,8,0,4,128.41799279694,2.29199091921276,NA,NA,8,7,1,0,0,3,1,0,0,10.206,2.057,4.963,108.81,52,22,30,0,0,5,11,0,0,4.177,3.601,1.16,122.37,14,11,3,0,0,5,3,0,0,3.805,0.368,10.342,105.37,139,39,100,0,0,5,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","WISI1688","M","TISI033/JAMI702//TASI039",20.611,1.755,11.742,118.73,148,47,88,13,0,6,10,1,0,-0.519,0.186,-2.792,97.64,147,46,87,14,0,6,10,1,0,-0.096,0.352,-0.273,99.86,141,47,88,6,0,6,10,1,0,-5.486,3.292,-1.667,69.8,21,16,3,2,0,6,3,1,0,7.498,1.945,3.855,107.37,142,46,83,13,0,6,10,1,0,11.45,2.171,5.275,110.37,141,45,84,12,0,6,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.935,2.993,11.005,113.76,50,29,19,2,0,6,10,1,0,-0.573,0.185,-3.097,97.39,147,46,88,13,0,6,10,1,0,1.822,0.798,2.284,101.85,6,0,6,0,3,135.115922496302,2.10391726610449,NA,NA,11,10,1,0,0,4,1,0,0,22.909,2.088,10.972,119.77,50,28,20,2,0,6,10,1,0,-5.009,3.169,-1.581,73.17,21,16,3,2,0,6,3,1,0,0.026,0.367,0.071,100.04,141,47,88,6,0,6,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","WISI1689","M","TASI039/JAMI702//TISI036",9.163,2.868,3.195,108.33,44,44,0,0,0,6,0,0,0,-1.232,0.312,-3.949,94.39,42,42,0,0,0,6,0,0,0,1.926,0.496,3.884,102.72,46,46,0,0,0,6,0,0,0,7.911,3.493,2.265,143.55,18,18,0,0,0,6,0,0,0,-4.666,3.029,-1.54,95.42,43,43,0,0,0,6,0,0,0,1.133,3.482,0.325,101.03,40,40,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.956,3.804,8.401,113.35,27,27,0,0,0,6,0,0,0,-1.217,0.31,-3.924,94.46,42,42,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.355553103209,2.29700621662898,NA,NA,8,8,0,0,0,4,0,0,0,22.936,2.722,8.426,119.79,26,26,0,0,0,6,0,0,0,6.455,3.336,1.935,134.58,18,18,0,0,0,6,0,0,0,2.084,0.511,4.08,102.94,46,46,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","WISI1753","M","TASI039*2/FILU692",-1.598,3.136,-0.51,98.55,36,36,0,0,0,4,0,0,0,0.176,0.33,0.534,100.8,37,37,0,0,0,4,0,0,0,1.96,0.534,3.668,102.77,38,38,0,0,0,4,0,0,0,9.222,6.284,1.467,150.77,2,2,0,0,0,2,0,0,0,-8.517,3.292,-2.587,91.63,33,33,0,0,0,4,0,0,0,-8.601,3.671,-2.343,92.21,34,34,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.392,5.559,0.25,100.58,11,11,0,0,0,4,0,0,0,0.156,0.328,0.474,100.71,37,37,0,0,0,4,0,0,0,-0.409,0.897,-0.456,99.58,3,3,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.007,3.924,1.531,105.18,11,11,0,0,0,4,0,0,0,5.715,5.203,1.099,130.61,2,2,0,0,0,2,0,0,0,2.142,0.55,3.897,103.02,38,38,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","WISI1754","M","TASI039*2/FILU692",4.327,3.098,1.397,103.93,37,37,0,0,0,5,0,0,0,0.102,0.322,0.316,100.46,39,39,0,0,0,5,0,0,0,2.229,0.529,4.214,103.15,39,39,0,0,0,5,0,0,0,8.533,6.284,1.358,146.97,2,2,0,0,0,2,0,0,0,-5.387,3.151,-1.709,94.71,38,38,0,0,0,5,0,0,0,-2.15,3.541,-0.607,98.05,38,38,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.519,5.556,0.633,101.47,11,11,0,0,0,5,0,0,0,0.249,0.321,0.777,101.13,39,39,0,0,0,5,0,0,0,0.747,0.853,0.876,100.76,4,4,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.775,3.781,1.263,104.12,12,12,0,0,0,5,0,0,0,5.285,5.203,1.016,128.31,2,2,0,0,0,2,0,0,0,2.498,0.544,4.59,103.52,39,39,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","WISI1755","M","WESI023/WESU001",7.381,2.875,2.567,106.71,44,44,0,0,0,5,0,0,0,0.752,0.303,2.478,103.42,45,45,0,0,0,5,0,0,0,-0.137,0.498,-0.275,99.81,46,46,0,0,0,5,0,0,0,6.802,6.284,1.082,137.44,2,2,0,0,0,2,0,0,0,-3.128,3.028,-1.033,96.93,43,43,0,0,0,5,0,0,0,-1.08,3.398,-0.318,99.02,43,43,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.649,5.355,1.242,102.78,12,12,0,0,0,5,0,0,0,0.766,0.299,2.562,103.49,46,46,0,0,0,5,0,0,0,-0.473,0.853,-0.554,99.52,4,4,0,3,0,135.645036373713,3.24238977958654,NA,NA,1,1,0,0,0,1,0,0,0,6.245,3.545,1.761,105.39,14,14,0,0,0,5,0,0,0,4.202,5.203,0.808,122.51,2,2,0,0,0,2,0,0,0,0.004,0.513,0.008,100.01,46,46,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","WISI1756","M","WESI023/WESU001",4.974,3.295,1.509,104.52,32,32,0,0,0,4,0,0,0,-0.76,0.342,-2.225,96.54,34,34,0,0,0,5,0,0,0,2.295,0.545,4.211,103.24,36,36,0,0,0,5,0,0,0,-8.241,6.284,-1.311,54.63,2,2,0,0,0,2,0,0,0,-4.467,3.261,-1.37,95.61,34,34,0,0,0,5,0,0,0,-1.865,3.669,-0.508,98.31,34,34,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.398,5.355,1.008,102.25,12,12,0,0,0,5,0,0,0,-0.813,0.34,-2.391,96.3,34,34,0,0,0,5,0,0,0,-0.528,0.853,-0.619,99.46,4,4,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.749,3.922,1.721,105.82,11,11,0,0,0,5,0,0,0,-5.204,5.203,-1,72.12,2,2,0,0,0,2,0,0,0,2.556,0.56,4.563,103.6,36,36,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","WISI1763","M","JEYA736/WISI051",4.785,3.059,1.564,104.35,38,38,0,0,0,5,0,0,0,0.855,0.315,2.711,103.89,41,41,0,0,0,5,0,0,0,-0.965,0.519,-1.86,98.64,41,41,0,0,0,5,0,0,0,10.621,6.284,1.69,158.47,2,2,0,0,0,2,0,0,0,-7.982,3.151,-2.534,92.16,38,38,0,0,0,5,0,0,0,-5.973,3.54,-1.687,94.59,38,38,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.307,5.355,1.364,103.05,12,12,0,0,0,5,0,0,0,0.946,0.314,3.016,104.31,41,41,0,0,0,5,0,0,0,0.377,0.853,0.442,100.38,4,4,0,3,0,132.380077755754,3.24238977958654,NA,NA,1,1,0,0,0,1,0,0,0,6.999,3.656,1.914,106.04,13,13,0,0,0,5,0,0,0,6.591,5.203,1.267,135.3,2,2,0,0,0,2,0,0,0,-0.856,0.534,-1.603,98.79,41,41,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","WISI1767","M","JEYA736/WISI051",6.109,2.964,2.061,105.55,41,41,0,0,0,5,0,0,0,0.138,0.312,0.442,100.63,42,42,0,0,0,5,0,0,0,1.033,0.514,2.007,101.46,42,42,0,0,0,5,0,0,0,5.266,6.284,0.838,128.99,2,2,0,0,0,2,0,0,0,-3.148,3.1,-1.015,96.91,40,40,0,0,0,5,0,0,0,-3.163,3.453,-0.916,97.14,41,41,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.159,5.356,-0.03,99.93,12,12,0,0,0,5,0,0,0,0.05,0.311,0.162,100.23,42,42,0,0,0,5,0,0,0,-1.385,0.897,-1.544,98.59,3,3,0,3,0,133.162464152684,3.24238977958654,NA,NA,1,1,0,0,0,1,0,0,0,-5.301,3.658,-1.449,95.43,13,13,0,0,0,5,0,0,0,3.242,5.203,0.623,117.37,2,2,0,0,0,2,0,0,0,1.061,0.53,2.003,101.5,42,42,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","WISI1769","M","WISI058/TIRO113",20.402,2.904,7.025,118.54,43,43,0,0,0,5,0,0,0,1.796,0.303,5.921,108.18,45,45,0,0,0,5,0,0,0,-1.196,0.502,-2.384,98.31,45,45,0,0,0,5,0,0,0,-5.521,6.284,-0.879,69.61,2,2,0,0,0,2,0,0,0,8.846,3.052,2.898,108.69,42,42,0,0,0,5,0,0,0,12.803,3.399,3.767,111.59,43,43,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.586,5.179,2.044,104.42,13,13,0,0,0,5,0,0,0,1.818,0.302,6.024,108.28,45,45,0,0,0,5,0,0,0,-0.768,0.853,-0.9,99.22,4,4,0,3,0,130.336344058644,3.24238977958654,NA,NA,1,1,0,0,0,1,0,0,0,3.144,3.658,0.859,102.71,13,13,0,0,0,5,0,0,0,-3.504,5.203,-0.673,81.23,2,2,0,0,0,2,0,0,0,-1.104,0.517,-2.136,98.44,45,45,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","WISI1780","M","WISI058/TIRO113",9.924,3.134,3.166,109.02,36,36,0,0,0,4,0,0,0,2.062,0.334,6.179,109.39,36,36,0,0,0,4,0,0,0,-0.208,0.545,-0.382,99.71,36,36,0,0,0,4,0,0,0,-10.089,6.284,-1.605,44.46,2,2,0,0,0,2,0,0,0,0.596,3.206,0.186,100.59,36,36,0,0,0,4,0,0,0,2.086,3.604,0.579,101.89,36,36,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.709,5.789,-1.85,95.53,10,10,0,0,0,4,0,0,0,2.065,0.332,6.221,109.41,36,36,0,0,0,4,0,0,0,1.066,0.95,1.123,101.08,2,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.817,4.084,-2.404,91.53,10,10,0,0,0,4,0,0,0,-6.36,5.203,-1.222,65.93,2,2,0,0,0,2,0,0,0,-0.018,0.561,-0.032,99.97,36,36,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","WISI1781","M","WISI058/TIRO113",15.162,3.252,4.662,113.78,33,33,0,0,0,4,0,0,0,2.194,0.342,6.416,109.99,34,34,0,0,0,4,0,0,0,-0.361,0.551,-0.656,99.49,35,35,0,0,0,4,0,0,0,-8.404,6.819,-1.232,53.74,1,1,0,0,0,1,0,0,0,3.977,3.322,1.197,103.91,32,32,0,0,0,4,0,0,0,5.49,3.815,1.439,104.97,30,30,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.422,6.05,1.723,104.35,9,9,0,0,0,4,0,0,0,2.15,0.34,6.323,109.79,34,34,0,0,0,4,0,0,0,-0.357,0.898,-0.397,99.64,3,3,0,2,0,135.4243632874,3.24238977958654,NA,NA,1,1,0,0,0,1,0,0,0,-1.7,4.083,-0.416,98.53,10,10,0,0,0,4,0,0,0,-4.892,5.467,-0.895,73.8,1,1,0,0,0,1,0,0,0,-0.317,0.566,-0.56,99.55,35,35,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","WISO001","M","GS1053/35CXZ3//PZ7012",18.952,1.861,10.185,117.22,141,66,75,0,0,7,8,0,0,-0.718,0.2,-3.601,96.73,139,64,75,0,0,7,8,0,0,0.616,0.364,1.692,100.87,143,67,76,0,0,7,8,0,0,-0.833,2.767,-0.301,95.41,37,16,21,0,0,7,7,0,0,3.333,2.044,1.631,103.27,138,65,73,0,0,7,8,0,0,4.25,2.325,1.828,103.85,131,62,69,0,0,7,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.741,2.655,11.577,112.84,81,38,43,0,0,7,8,0,0,-0.741,0.199,-3.733,96.62,139,64,75,0,0,7,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.872680571616,1.62244871414732,NA,NA,25,7,18,0,0,7,6,0,0,15.014,1.835,8.18,112.95,81,38,43,0,0,7,8,0,0,-1.885,2.684,-0.702,89.9,37,16,21,0,0,7,7,0,0,0.687,0.379,1.812,100.97,143,67,76,0,0,7,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","WISO1617","M","TISO117/HOLU415",4.784,2.814,1.7,104.35,46,46,0,0,0,6,0,0,0,-1.558,0.309,-5.046,92.91,43,43,0,0,0,6,0,0,0,3.77,0.496,7.602,105.32,46,46,0,0,0,6,0,0,0,-6.047,3.565,-1.696,66.71,17,17,0,0,0,6,0,0,0,-6.026,3.007,-2.004,94.08,44,44,0,0,0,6,0,0,0,-0.911,3.373,-0.27,99.18,44,44,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.303,3.8,4.027,106.39,27,27,0,0,0,6,0,0,0,-1.764,0.301,-5.859,91.96,45,45,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.216528755191,2.21926910667756,NA,NA,9,9,0,0,0,4,0,0,0,15.398,2.721,5.659,113.29,26,26,0,0,0,6,0,0,0,-5.343,3.396,-1.573,71.38,17,17,0,0,0,6,0,0,0,3.87,0.511,7.575,105.46,46,46,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","WISO1747","M","TASI039/RUYE006",15.139,2.797,5.412,113.76,47,47,0,0,0,5,0,0,0,-0.606,0.298,-2.033,97.24,47,47,0,0,0,5,0,0,0,1.393,0.494,2.821,101.97,47,47,0,0,0,5,0,0,0,8.108,6.284,1.29,144.63,2,2,0,0,0,2,0,0,0,7.749,2.962,2.616,107.61,46,46,0,0,0,5,0,0,0,8.655,3.321,2.606,107.84,46,46,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.596,5.355,4.033,109.02,12,12,0,0,0,5,0,0,0,-0.602,0.296,-2.033,97.26,47,47,0,0,0,5,0,0,0,0.299,0.897,0.333,100.3,3,3,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.976,3.923,3.053,110.33,11,11,0,0,0,5,0,0,0,5.019,5.203,0.965,126.88,2,2,0,0,0,2,0,0,0,1.6,0.509,3.143,102.26,47,47,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","WISO1751","M","TASI039/RUYE006",9.113,2.798,3.257,108.28,47,47,0,0,0,5,0,0,0,-0.327,0.295,-1.106,98.51,48,48,0,0,0,5,0,0,0,1.131,0.487,2.323,101.6,49,49,0,0,0,5,0,0,0,-13.201,6.284,-2.101,27.33,2,2,0,0,0,2,0,0,0,-0.559,2.921,-0.191,99.45,48,48,0,0,0,5,0,0,0,-1.681,3.298,-0.51,98.48,47,47,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.465,5.177,-1.635,96.46,13,13,0,0,0,5,0,0,0,-0.398,0.294,-1.355,98.19,48,48,0,0,0,5,0,0,0,0.299,0.897,0.333,100.3,3,3,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.828,3.657,-2.688,91.52,13,13,0,0,0,5,0,0,0,-8.306,5.203,-1.597,55.51,2,2,0,0,0,2,0,0,0,1.044,0.502,2.081,101.47,49,49,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
